year,rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
2010,98,Fam Cancer,Familial cancer,3,99,0.030303
2010,99,Curr Rheumatol Rep,Current rheumatology reports,2,67,0.029851
2010,100,J Natl Cancer Inst,Journal of the National Cancer Institute,10,344,0.029070
2010,101,J Med Genet,Journal of medical genetics,4,138,0.028986
2010,102,Nat Rev Rheumatol,Nature reviews. Rheumatology,5,174,0.028736
2010,103,Heredity (Edinb),Heredity,4,140,0.028571
2010,104,Expert Rev Hematol,Expert review of hematology,2,72,0.027778
2010,105,Birth Defects Res A Clin Mol Teratol,"Birth defects research. Part A, Clinical and molecular teratology",3,109,0.027523
2010,106,BMC Genomics,BMC genomics,22,816,0.026961
2010,107,Genes Chromosomes Cancer,"Genes, chromosomes & cancer",3,112,0.026786
2010,108,BMC Bioinformatics,BMC bioinformatics,21,798,0.026316
2010,109,Breast Cancer Res,Breast cancer research : BCR,5,190,0.026316
2010,110,J Comput Biol,Journal of computational biology : a journal of computational molecular cell biology,3,115,0.026087
2010,111,Clin Genet,Clinical genetics,5,192,0.026042
2010,112,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,2,77,0.025974
2010,113,Curr Psychiatry Rep,Current psychiatry reports,2,79,0.025316
2010,114,J Allergy Clin Immunol,The Journal of allergy and clinical immunology,12,481,0.024948
2010,115,Biol Psychol,Biological psychology,4,161,0.024845
2010,116,Ann Rheum Dis,Annals of the rheumatic diseases,11,454,0.024229
2010,117,Tissue Antigens,Tissue antigens,4,168,0.023810
2010,118,Gastroenterology,Gastroenterology,15,633,0.023697
2010,119,Cell,Cell,11,465,0.023656
2010,120,Curr Opin Hematol,Current opinion in hematology,2,87,0.022989
2010,121,Prog Neurobiol,Progress in neurobiology,2,87,0.022989
2010,122,Trends Biochem Sci,Trends in biochemical sciences,2,87,0.022989
2010,123,Neurosurg Focus,Neurosurgical focus,4,176,0.022727
2010,124,Methods Inf Med,Methods of information in medicine,2,88,0.022727
2010,125,Mol Genet Genomics,Molecular genetics and genomics : MGG,2,88,0.022727
2010,126,Curr Opin Pediatr,Current opinion in pediatrics,3,137,0.021898
2010,127,J Child Psychol Psychiatry,"Journal of child psychology and psychiatry, and allied disciplines",3,141,0.021277
2010,128,Genet Test Mol Biomarkers,Genetic testing and molecular biomarkers,3,142,0.021127
2010,129,Ann Nutr Metab,Annals of nutrition & metabolism,2,95,0.021053
2010,130,Cell Stem Cell,Cell stem cell,4,191,0.020942
2010,131,Eur Neuropsychopharmacol,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,2,96,0.020833
2010,132,Curr Opin Gastroenterol,Current opinion in gastroenterology,2,97,0.020619
2010,133,Obesity (Silver Spring),"Obesity (Silver Spring, Md.)",8,394,0.020305
2010,134,Biotechniques,BioTechniques,2,99,0.020202
2010,135,Front Aging Neurosci,Frontiers in aging neuroscience,1,50,0.020000
2010,136,BMC Biol,BMC biology,3,153,0.019608
2010,137,Clin Colorectal Cancer,Clinical colorectal cancer,1,51,0.019608
2010,138,J Diabetes Investig,Journal of diabetes investigation,1,51,0.019608
2010,139,Sci Transl Med,Science translational medicine,4,205,0.019512
2010,140,Eur Psychiatry,European psychiatry : the journal of the Association of European Psychiatrists,2,103,0.019417
2010,141,Prog Brain Res,Progress in brain research,2,104,0.019231
2010,142,CNS Neurosci Ther,CNS neuroscience & therapeutics,1,52,0.019231
2010,143,Arthritis Res Ther,Arthritis research & therapy,6,314,0.019108
2010,144,Cell Metab,Cell metabolism,3,157,0.019108
2010,145,Curr Opin Plant Biol,Current opinion in plant biology,2,105,0.019048
2010,146,Bipolar Disord,Bipolar disorders,2,106,0.018868
2010,147,Brief Bioinform,Briefings in bioinformatics,1,53,0.018868
2010,148,Stroke,Stroke,12,643,0.018663
2010,149,Arthritis Rheum,Arthritis and rheumatism,9,484,0.018595
2010,150,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,10,539,0.018553
2010,151,Clin Invest Med,Clinical and investigative medicine. Medecine clinique et experimentale,1,54,0.018519
2010,152,Tuberculosis (Edinb),"Tuberculosis (Edinburgh, Scotland)",1,54,0.018519
2010,153,Inflamm Bowel Dis,Inflammatory bowel diseases,6,325,0.018462
2010,154,Atherosclerosis,Atherosclerosis,12,652,0.018405
2010,155,Aktuelle Urol,Aktuelle Urologie,1,55,0.018182
2010,156,Behav Sci Law,Behavioral sciences & the law,1,55,0.018182
2010,157,Clin Respir J,The clinical respiratory journal,1,55,0.018182
2010,158,Semin Cancer Biol,Seminars in cancer biology,1,55,0.018182
2010,159,Arterioscler Thromb Vasc Biol,"Arteriosclerosis, thrombosis, and vascular biology",7,388,0.018041
2010,160,BMC Psychiatry,BMC psychiatry,2,111,0.018018
2010,161,Lancet Oncol,The Lancet. Oncology,5,279,0.017921
2010,162,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,7,391,0.017903
2010,163,Hamostaseologie,Hamostaseologie,1,56,0.017857
2010,164,Hum Reprod Update,Human reproduction update,1,56,0.017857
2010,165,Obes Facts,Obesity facts,1,56,0.017857
2010,166,Wiley Interdiscip Rev Syst Biol Med,Wiley interdisciplinary reviews. Systems biology and medicine,1,56,0.017857
2010,167,J Hum Hypertens,Journal of human hypertension,2,113,0.017699
2010,168,Mol Syst Biol,Molecular systems biology,2,113,0.017699
2010,169,Curr Opin Clin Nutr Metab Care,Current opinion in clinical nutrition and metabolic care,2,114,0.017544
2010,170,Artif Intell Med,Artificial intelligence in medicine,1,57,0.017544
2010,171,Brain Behav Evol,"Brain, behavior and evolution",1,57,0.017544
2010,172,Hum Mutat,Human mutation,4,229,0.017467
2010,173,Mol Biol (Mosk),Molekuliarnaia biologiia,2,115,0.017391
2010,174,J Biol Regul Homeost Agents,Journal of biological regulators and homeostatic agents,1,58,0.017241
2010,175,Neurosci Bull,Neuroscience bulletin,1,58,0.017241
2010,176,Stat Med,Statistics in medicine,5,292,0.017123
2010,177,PLoS Comput Biol,PLoS computational biology,7,412,0.016990
2010,178,J Am Med Inform Assoc,Journal of the American Medical Informatics Association : JAMIA,2,118,0.016949
2010,179,J Biomed Inform,Journal of biomedical informatics,2,118,0.016949
2010,180,Biomed Sci Instrum,Biomedical sciences instrumentation,1,59,0.016949
2010,181,Gastrointest Endosc Clin N Am,Gastrointestinal endoscopy clinics of North America,1,59,0.016949
2010,182,Islets,Islets,1,59,0.016949
2010,183,J Investig Med,Journal of investigative medicine : the official publication of the American Federation for Clinical Research,1,59,0.016949
2010,184,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,1,59,0.016949
2010,185,Dig Dis,"Digestive diseases (Basel, Switzerland)",2,119,0.016807
2010,186,Pediatr Endocrinol Rev,Pediatric endocrinology reviews : PER,1,60,0.016667
2010,187,Ann Neurol,Annals of neurology,5,301,0.016611
2010,188,Int J Mol Med,International journal of molecular medicine,4,241,0.016598
2010,189,Yi Chuan,Yi chuan = Hereditas,3,181,0.016575
2010,190,Epilepsy Res,Epilepsy research,3,182,0.016484
2010,191,J Diabetes Complications,Journal of diabetes and its complications,1,61,0.016393
2010,192,J Ment Health,"Journal of mental health (Abingdon, England)",1,61,0.016393
2010,193,OMICS,Omics : a journal of integrative biology,1,61,0.016393
2010,194,World J Biol Psychiatry,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,2,123,0.016260
2010,195,Pigment Cell Melanoma Res,Pigment cell & melanoma research,2,124,0.016129
2010,196,Korean Diabetes J,Korean diabetes journal,1,62,0.016129
2010,197,Mucosal Immunol,Mucosal immunology,1,62,0.016129
2010,198,Trends Neurosci,Trends in neurosciences,1,62,0.016129
2010,199,Neurosci Lett,Neuroscience letters,15,936,0.016026
2010,200,BMC Neurol,BMC neurology,2,126,0.015873
2010,201,Demography,Demography,1,63,0.015873
2010,202,Pneumonol Alergol Pol,Pneumonologia i alergologia polska,1,63,0.015873
2010,203,Mol Vis,Molecular vision,5,319,0.015674
2010,204,COPD,COPD,1,64,0.015625
2010,205,Curr Genomics,Current genomics,1,64,0.015625
2010,206,J Mol Endocrinol,Journal of molecular endocrinology,1,64,0.015625
2010,207,Sci Signal,Science signaling,3,194,0.015464
2010,208,Hypertension,"Hypertension (Dallas, Tex. : 1979)",7,454,0.015419
2010,209,J Clin Endocrinol Metab,The Journal of clinical endocrinology and metabolism,12,780,0.015385
2010,210,Brain Res Bull,Brain research bulletin,3,195,0.015385
2010,211,Curr Atheroscler Rep,Current atherosclerosis reports,1,65,0.015385
2010,212,Technol Cancer Res Treat,Technology in cancer research & treatment,1,65,0.015385
2010,213,PLoS Med,PLoS medicine,3,196,0.015306
2010,214,Genes Dev,Genes & development,4,262,0.015267
2010,215,Adv Chronic Kidney Dis,Advances in chronic kidney disease,1,66,0.015152
2010,216,Growth Horm IGF Res,Growth hormone & IGF research : official journal of the Growth Hormone Research Society and the International IGF Research Society,1,66,0.015152
2010,217,Mol Cell Probes,Molecular and cellular probes,1,66,0.015152
2010,218,J Oncol,Journal of oncology,2,133,0.015038
2010,219,Ther Clin Risk Manag,Therapeutics and clinical risk management,1,67,0.014925
2010,220,Brain,Brain : a journal of neurology,5,336,0.014881
2010,221,J Nutr Sci Vitaminol (Tokyo),Journal of nutritional science and vitaminology,1,68,0.014706
2010,222,Neurodegener Dis,Neuro-degenerative diseases,1,68,0.014706
2010,223,Neuropeptides,Neuropeptides,1,68,0.014706
2010,224,PLoS One,PloS one,98,6752,0.014514
2010,225,Hepatol Res,Hepatology research : the official journal of the Japan Society of Hepatology,2,138,0.014493
2010,226,Horm Res Paediatr,Hormone research in paediatrics,2,138,0.014493
2010,227,Genetics,Genetics,5,346,0.014451
2010,228,J Dairy Sci,Journal of dairy science,9,625,0.014400
2010,229,Gene,Gene,2,139,0.014388
2010,230,Biometrics,Biometrics,2,140,0.014286
2010,231,Curr Pain Headache Rep,Current pain and headache reports,1,70,0.014286
2010,232,Front Biosci (Landmark Ed),Frontiers in bioscience (Landmark edition),1,70,0.014286
2010,233,Mol Plant Pathol,Molecular plant pathology,1,70,0.014286
2010,234,Dev Cell,Developmental cell,3,212,0.014151
2010,235,Eur J Clin Invest,European journal of clinical investigation,2,142,0.014085
2010,236,Aging Clin Exp Res,Aging clinical and experimental research,1,71,0.014085
2010,237,Berl Munch Tierarztl Wochenschr,Berliner und Munchener tierarztliche Wochenschrift,1,71,0.014085
2010,238,World J Gastrointest Oncol,World journal of gastrointestinal oncology,1,71,0.014085
2010,239,Exp Ther Med,Experimental and therapeutic medicine,2,143,0.013986
2010,240,Psychol Med,Psychological medicine,3,216,0.013889
2010,241,Neuro Oncol,Neuro-oncology,2,144,0.013889
2010,242,Biomed Environ Sci,Biomedical and environmental sciences : BES,1,72,0.013889
2010,243,Curr Hypertens Rep,Current hypertension reports,1,72,0.013889
2010,244,Lancet Neurol,The Lancet. Neurology,3,218,0.013761
2010,245,Nippon Ganka Gakkai Zasshi,Nippon Ganka Gakkai zasshi,1,73,0.013699
2010,246,J Am Soc Nephrol,Journal of the American Society of Nephrology : JASN,4,295,0.013559
2010,247,Neurobiol Aging,Neurobiology of aging,3,222,0.013514
2010,248,Best Pract Res Clin Rheumatol,Best practice & research. Clinical rheumatology,1,74,0.013514
2010,249,Int J Immunogenet,International journal of immunogenetics,1,74,0.013514
2010,250,J Thromb Thrombolysis,Journal of thrombosis and thrombolysis,2,149,0.013423
2010,251,Nature,Nature,31,2315,0.013391
2010,252,Expert Rev Endocrinol Metab,Expert review of endocrinology & metabolism,1,75,0.013333
2010,253,Am J Respir Crit Care Med,American journal of respiratory and critical care medicine,6,456,0.013158
2010,254,BMC Med Inform Decis Mak,BMC medical informatics and decision making,1,76,0.013158
2010,255,Behav Brain Funct,Behavioral and brain functions : BBF,1,76,0.013158
2010,256,Future Cardiol,Future cardiology,1,76,0.013158
2010,257,Int Rev Neurobiol,International review of neurobiology,1,76,0.013158
2010,258,Per Med,Personalized medicine,1,76,0.013158
2010,259,N Engl J Med,The New England journal of medicine,18,1385,0.012996
2010,260,Alzheimer Dis Assoc Disord,Alzheimer disease and associated disorders,1,77,0.012987
2010,261,Curr Mol Med,Current molecular medicine,1,77,0.012987
2010,262,J Genet,Journal of genetics,1,77,0.012987
2010,263,Genetika,Genetika,3,234,0.012821
2010,264,Ann Endocrinol (Paris),Annales d'endocrinologie,1,78,0.012821
2010,265,Epidemiol Prev,Epidemiologia e prevenzione,1,78,0.012821
2010,266,Gerontology,Gerontology,1,78,0.012821
2010,267,Melanoma Res,Melanoma research,1,78,0.012821
2010,268,Metab Syndr Relat Disord,Metabolic syndrome and related disorders,1,78,0.012821
2010,269,RNA,"RNA (New York, N.Y.)",3,237,0.012658
2010,270,Acta Diabetol,Acta diabetologica,1,79,0.012658
2010,271,Best Pract Res Clin Endocrinol Metab,Best practice & research. Clinical endocrinology & metabolism,1,79,0.012658
2010,272,J Genet Genomics,Journal of genetics and genomics = Yi chuan xue bao,1,79,0.012658
2010,273,Pancreatology,Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.],1,79,0.012658
2010,274,J Sleep Res,Journal of sleep research,1,81,0.012346
2010,275,Horm Metab Res,Hormone and metabolic research = Hormon- und Stoffwechselforschung = Hormones et metabolisme,2,163,0.012270
2010,276,J Neural Transm (Vienna),"Journal of neural transmission (Vienna, Austria : 1996)",2,163,0.012270
2010,277,Blood,Blood,20,1640,0.012195
2010,278,Swiss Med Wkly,Swiss medical weekly,2,164,0.012195
2010,279,Cancer Treat Res,Cancer treatment and research,1,82,0.012195
2010,280,Clin Sci (Lond),"Clinical science (London, England : 1979)",1,82,0.012195
2010,281,Diabetes Metab Res Rev,Diabetes/metabolism research and reviews,1,82,0.012195
2010,282,G Ital Dermatol Venereol,"Giornale italiano di dermatologia e venereologia : organo ufficiale, Societa italiana di dermatologia e sifilografia",1,82,0.012195
2010,283,J Invest Dermatol,The Journal of investigative dermatology,5,411,0.012165
2010,284,Clin Cancer Res,Clinical cancer research : an official journal of the American Association for Cancer Research,8,663,0.012066
2010,285,CNS Neurol Disord Drug Targets,CNS & neurological disorders drug targets,1,83,0.012048
2010,286,Curr Opin Mol Ther,Current opinion in molecular therapeutics,1,83,0.012048
2010,287,Can J Gastroenterol,Canadian journal of gastroenterology = Journal canadien de gastroenterologie,1,84,0.011905
2010,288,Kidney Int,Kidney international,5,424,0.011792
2010,289,Environ Mol Mutagen,Environmental and molecular mutagenesis,1,85,0.011765
2010,290,Br J Cancer,British journal of cancer,6,515,0.011650
2010,291,Clin Exp Hypertens,"Clinical and experimental hypertension (New York, N.Y. : 1993)",1,86,0.011628
2010,292,Osteoporos Int,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,3,259,0.011583
2010,293,Philos Trans R Soc Lond B Biol Sci,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",4,346,0.011561
2010,294,Can J Cardiol,The Canadian journal of cardiology,2,173,0.011561
2010,295,J Steroid Biochem Mol Biol,The Journal of steroid biochemistry and molecular biology,3,260,0.011538
2010,296,Bone,Bone,4,347,0.011527
2010,297,Eur J Med Genet,European journal of medical genetics,1,87,0.011494
2010,298,Exp Mol Med,Experimental & molecular medicine,1,87,0.011494
2010,299,Hawaii Med J,Hawaii medical journal,1,87,0.011494
2010,300,J Bone Miner Metab,Journal of bone and mineral metabolism,1,88,0.011364
2010,301,Neuropsychiatr Dis Treat,Neuropsychiatric disease and treatment,1,88,0.011364
2010,302,J Lipid Res,Journal of lipid research,4,354,0.011299
2010,303,J Hypertens,Journal of hypertension,4,356,0.011236
2010,304,Future Oncol,"Future oncology (London, England)",2,178,0.011236
2010,305,BMC Med,BMC medicine,1,89,0.011236
2010,306,Cell Adh Migr,Cell adhesion & migration,1,89,0.011236
2010,307,Curr Opin Nephrol Hypertens,Current opinion in nephrology and hypertension,1,89,0.011236
2010,308,Oncotarget,Oncotarget,1,89,0.011236
2010,309,Neurology,Neurology,11,982,0.011202
2010,310,Eur Arch Psychiatry Clin Neurosci,European archives of psychiatry and clinical neuroscience,1,90,0.011111
2010,311,Eur J Oral Sci,European journal of oral sciences,1,90,0.011111
2010,312,Biomark Med,Biomarkers in medicine,1,91,0.010989
2010,313,F1000 Med Rep,F1000 medicine reports,1,91,0.010989
2010,314,Lancet Infect Dis,The Lancet. Infectious diseases,2,183,0.010929
2010,315,Haematologica,Haematologica,4,369,0.010840
2010,316,J Asthma,The Journal of asthma : official journal of the Association for the Care of Asthma,2,185,0.010811
2010,317,Oncology (Williston Park),"Oncology (Williston Park, N.Y.)",2,186,0.010753
2010,318,Sci China Life Sci,Science China. Life sciences,2,186,0.010753
2010,319,Allergy,Allergy,3,281,0.010676
2010,320,J Epidemiol,Journal of epidemiology,1,94,0.010638
2010,321,Reumatol Clin,Reumatologia clinica,1,94,0.010638
2010,322,Z Gastroenterol,Zeitschrift fur Gastroenterologie,1,94,0.010638
2010,323,Can J Neurol Sci,The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques,2,189,0.010582
2010,324,Mod Pathol,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",2,189,0.010582
2010,325,Front Behav Neurosci,Frontiers in behavioral neuroscience,1,95,0.010526
2010,326,Neurotoxicology,Neurotoxicology,1,95,0.010526
2010,327,Obes Rev,Obesity reviews : an official journal of the International Association for the Study of Obesity,1,95,0.010526
2010,328,AMIA Annu Symp Proc,AMIA ... Annual Symposium proceedings. AMIA Symposium,2,192,0.010417
2010,329,Circ Arrhythm Electrophysiol,Circulation. Arrhythmia and electrophysiology,1,96,0.010417
2010,330,Dermatol Ther,Dermatologic therapy,1,96,0.010417
2010,331,Neuron,Neuron,4,390,0.010256
2010,332,PLoS Biol,PLoS biology,3,293,0.010239
2010,333,Endokrynol Pol,Endokrynologia Polska,1,98,0.010204
2010,334,Med Princ Pract,"Medical principles and practice : international journal of the Kuwait University, Health Science Centre",1,98,0.010204
2010,335,Mol Pain,Molecular pain,1,98,0.010204
2010,336,Hum Immunol,Human immunology,2,197,0.010152
2010,337,Adv Gerontol,Advances in gerontology = Uspekhi gerontologii,1,99,0.010101
2010,338,Aging Cell,Aging cell,1,99,0.010101
2010,339,Int J Androl,International journal of andrology,1,100,0.010000
2010,340,J Crohns Colitis,Journal of Crohn's & colitis,1,101,0.009901
2010,341,Microb Cell Fact,Microbial cell factories,1,101,0.009901
2010,342,BMC Syst Biol,BMC systems biology,2,203,0.009852
2010,343,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,40,4064,0.009843
2010,344,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",2,206,0.009709
2010,345,Clin Chem Lab Med,Clinical chemistry and laboratory medicine,3,310,0.009677
2010,346,Curr Opin Pulm Med,Current opinion in pulmonary medicine,1,104,0.009615
2010,347,Curr Opin Neurol,Current opinion in neurology,1,105,0.009524
2010,348,Semin Thromb Hemost,Seminars in thrombosis and hemostasis,1,105,0.009524
2010,349,Sheng Li Ke Xue Jin Zhan,Sheng li ke xue jin zhan [Progress in physiology],1,105,0.009524
2010,350,Nutr Metab Cardiovasc Dis,"Nutrition, metabolism, and cardiovascular diseases : NMCD",1,106,0.009434
2010,351,Cancer Res,Cancer research,10,1078,0.009276
2010,352,Braz J Psychiatry,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",1,108,0.009259
2010,353,Curr Opin Crit Care,Current opinion in critical care,1,109,0.009174
2010,354,Ophthalmology,Ophthalmology,4,442,0.009050
2010,355,J Hered,The Journal of heredity,1,111,0.009009
2010,356,J Clin Invest,The Journal of clinical investigation,4,446,0.008969
2010,357,Endocr Relat Cancer,Endocrine-related cancer,1,112,0.008929
2010,358,Genes Cancer,Genes & cancer,1,112,0.008929
2010,359,Pathologe,Der Pathologe,1,112,0.008929
2010,360,Am J Clin Nutr,The American journal of clinical nutrition,4,449,0.008909
2010,361,Curr Opin Neurobiol,Current opinion in neurobiology,1,113,0.008850
2010,362,Nihon Ronen Igakkai Zasshi,Nihon Ronen Igakkai zasshi. Japanese journal of geriatrics,1,114,0.008772
2010,363,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,9,1027,0.008763
2010,364,Am J Hypertens,American journal of hypertension,2,229,0.008734
2010,365,Mol Cell Biol,Molecular and cellular biology,4,460,0.008696
2010,366,Mov Disord,Movement disorders : official journal of the Movement Disorder Society,5,577,0.008666
2010,367,Immunol Rev,Immunological reviews,1,116,0.008621
2010,368,Z Rheumatol,Zeitschrift fur Rheumatologie,1,116,0.008621
2010,369,Med Sci (Paris),Medecine sciences : M/S,2,233,0.008584
2010,370,Thyroid,Thyroid : official journal of the American Thyroid Association,2,233,0.008584
2010,371,Methods Mol Biol,"Methods in molecular biology (Clifton, N.J.)",17,1997,0.008513
2010,372,J Infect Dis,The Journal of infectious diseases,5,590,0.008475
2010,373,Hypertens Res,Hypertension research : official journal of the Japanese Society of Hypertension,2,236,0.008475
2010,374,Nat Med,Nature medicine,4,476,0.008403
2010,375,Brain Pathol,"Brain pathology (Zurich, Switzerland)",1,119,0.008403
2010,376,J Neurol Neurosurg Psychiatry,"Journal of neurology, neurosurgery, and psychiatry",3,358,0.008380
2010,377,Osteoarthritis Cartilage,Osteoarthritis and cartilage,2,241,0.008299
2010,378,Genetica,Genetica,1,121,0.008264
2010,379,J Neurol Sci,Journal of the neurological sciences,3,365,0.008219
2010,380,BMC Dev Biol,BMC developmental biology,1,122,0.008197
2010,381,IUBMB Life,IUBMB life,1,122,0.008197
2010,382,Mutat Res,Mutation research,3,367,0.008174
2010,383,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,6,737,0.008141
2010,384,Cold Spring Harb Protoc,Cold Spring Harbor protocols,2,246,0.008130
2010,385,Zhonghua Liu Xing Bing Xue Za Zhi,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,3,370,0.008108
2010,386,Alcohol Clin Exp Res,"Alcoholism, clinical and experimental research",2,248,0.008065
2010,387,Nat Struct Mol Biol,Nature structural & molecular biology,2,248,0.008065
2010,388,Blood Cells Mol Dis,"Blood cells, molecules & diseases",1,124,0.008065
2010,389,Cancer Sci,Cancer science,3,375,0.008000
2010,390,Cancer Biomark,Cancer biomarkers : section A of Disease markers,1,125,0.008000
2010,391,Int J Neuropsychopharmacol,The international journal of neuropsychopharmacology,1,125,0.008000
2010,392,Psychosom Med,Psychosomatic medicine,1,125,0.008000
2010,393,Lupus,Lupus,2,252,0.007937
2010,394,Angiology,Angiology,1,126,0.007937
2010,395,Reprod Sci,"Reproductive sciences (Thousand Oaks, Calif.)",1,126,0.007937
2010,396,Tohoku J Exp Med,The Tohoku journal of experimental medicine,1,126,0.007937
2010,397,Rom J Morphol Embryol,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie,1,127,0.007874
2010,398,Circulation,Circulation,7,892,0.007848
2010,399,Invest Ophthalmol Vis Sci,Investigative ophthalmology & visual science,7,907,0.007718
2010,400,Cancer Radiother,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,1,130,0.007692
2010,401,Mediators Inflamm,Mediators of inflammation,1,130,0.007692
2010,402,Genet Mol Res,Genetics and molecular research : GMR,2,261,0.007663
2010,403,BMB Rep,BMB reports,1,131,0.007634
2010,404,J Biomol Screen,Journal of biomolecular screening,1,131,0.007634
2010,405,Neuromuscul Disord,Neuromuscular disorders : NMD,1,131,0.007634
2010,406,Mol Biol Rep,Molecular biology reports,4,526,0.007605
2010,407,Lung Cancer,"Lung cancer (Amsterdam, Netherlands)",2,263,0.007605
2010,408,Nat Methods,Nature methods,2,263,0.007605
2010,409,Heart Rhythm,Heart rhythm,3,395,0.007595
2010,410,Exp Hematol,Experimental hematology,1,132,0.007576
2010,411,J Investig Allergol Clin Immunol,Journal of investigational allergology & clinical immunology,1,132,0.007576
2010,412,Reprod Toxicol,"Reproductive toxicology (Elmsford, N.Y.)",1,132,0.007576
2010,413,FEMS Immunol Med Microbiol,FEMS immunology and medical microbiology,1,133,0.007519
2010,414,Seizure,Seizure,1,133,0.007519
2010,415,Am J Med Genet A,American journal of medical genetics. Part A,4,537,0.007449
2010,416,PLoS Pathog,PLoS pathogens,4,538,0.007435
2010,417,Int J Epidemiol,International journal of epidemiology,2,269,0.007435
2010,418,Hum Reprod,"Human reproduction (Oxford, England)",3,404,0.007426
2010,419,Chirurgia (Bucur),"Chirurgia (Bucharest, Romania : 1990)",1,135,0.007407
2010,420,Aging (Albany NY),Aging,1,136,0.007353
2010,421,Ann Otol Rhinol Laryngol,"The Annals of otology, rhinology, and laryngology",1,136,0.007353
2010,422,Exp Clin Endocrinol Diabetes,"Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association",1,136,0.007353
2010,423,Expert Rev Anti Infect Ther,Expert review of anti-infective therapy,1,136,0.007353
2010,424,J Pers Soc Psychol,Journal of personality and social psychology,1,136,0.007353
2010,425,Nat Rev Gastroenterol Hepatol,Nature reviews. Gastroenterology & hepatology,1,136,0.007353
2010,426,Cell Microbiol,Cellular microbiology,1,138,0.007246
2010,427,J Biomed Sci,Journal of biomedical science,1,139,0.007194
2010,428,BMC Cancer,BMC cancer,5,697,0.007174
2010,429,Curr Eye Res,Current eye research,1,141,0.007092
2010,430,Clin Pharmacol Ther,Clinical pharmacology and therapeutics,2,283,0.007067
2010,431,J Otolaryngol Head Neck Surg,Journal of otolaryngology - head & neck surgery = Le Journal d'oto-rhino-laryngologie et de chirurgie cervico-faciale,1,142,0.007042
2010,432,Endocr J,Endocrine journal,1,143,0.006993
2010,433,Neurosci Res,Neuroscience research,1,143,0.006993
2010,434,Virchows Arch,Virchows Archiv : an international journal of pathology,1,143,0.006993
2010,435,Leuk Res,Leukemia research,3,430,0.006977
2010,436,Am J Hematol,American journal of hematology,2,287,0.006969
2010,437,J Biomed Biotechnol,Journal of biomedicine & biotechnology,3,431,0.006961
2010,438,Am J Nephrol,American journal of nephrology,1,144,0.006944
2010,439,Encephale,L'Encephale,1,144,0.006944
2010,440,J Ind Microbiol Biotechnol,Journal of industrial microbiology & biotechnology,1,144,0.006944
2010,441,Mol Cancer Res,Molecular cancer research : MCR,1,144,0.006944
2010,442,Postgrad Med,Postgraduate medicine,1,144,0.006944
2010,443,Dev Psychol,Developmental psychology,1,145,0.006897
2010,444,BMC Plant Biol,BMC plant biology,2,291,0.006873
2010,445,Mol Plant Microbe Interact,Molecular plant-microbe interactions : MPMI,1,146,0.006849
2010,446,Breast Cancer Res Treat,Breast cancer research and treatment,4,587,0.006814
2010,447,Eur J Intern Med,European journal of internal medicine,1,148,0.006757
2010,448,Am J Gastroenterol,The American journal of gastroenterology,3,445,0.006742
2010,449,J Anim Sci,Journal of animal science,3,445,0.006742
2010,450,Lancet,"Lancet (London, England)",10,1495,0.006689
2010,451,Brain Dev,Brain & development,1,150,0.006667
2010,452,Autoimmun Rev,Autoimmunity reviews,1,151,0.006623
2010,453,Nat Rev Nephrol,Nature reviews. Nephrology,1,151,0.006623
2010,454,Am J Pathol,The American journal of pathology,4,606,0.006601
2010,455,Clin Exp Rheumatol,Clinical and experimental rheumatology,2,304,0.006579
2010,456,J Atheroscler Thromb,Journal of atherosclerosis and thrombosis,1,152,0.006579
2010,457,Arch Ophthalmol,"Archives of ophthalmology (Chicago, Ill. : 1960)",2,305,0.006557
2010,458,Hepatology,"Hepatology (Baltimore, Md.)",4,612,0.006536
2010,459,J Gastroenterol,Journal of gastroenterology,1,154,0.006494
2010,460,Dev Comp Immunol,Developmental and comparative immunology,1,155,0.006452
2010,461,Gynecol Endocrinol,Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,1,155,0.006452
